text,label
"Recently, I noticed shortness of breath. I have asthma and I often experience wheezing. I am allergic to pollen.",allergy
I have been experiencing weight changes. I have thyroid disorder and I often experience weight changes. I have hypertension and I often experience chest discomfort. I am allergic to milk.,allergy
I am suffering from chest pain. I have heart disease and I often experience shortness of breath. I am allergic to seafood.,allergy
I am suffering from shortness of breath. I have heart disease and I often experience fatigue. I have hypertension and I often experience chest discomfort. I have thyroid disorder and I often experience weight changes. I am allergic to gluten.,allergy
I am suffering from joint stiffness. I have arthritis and I often experience knee pain. I am allergic to milk. I am currently taking inhaler.,allergy
"For the past few weeks, I have had mood swings. I have thyroid disorder and I often experience mood swings. I am allergic to eggs.",allergy
I have been experiencing head pressure. I have sinusitis and I often experience nasal congestion. I am allergic to eggs. I am currently taking metformin.,allergy
I am suffering from frequent urination. I have diabetes and I often experience blurred vision. I have hypertension and I often experience chest discomfort. I have migraine and I often experience nausea.,condition
"Recently, I noticed shortness of breath. I have asthma and I often experience wheezing. I have thyroid disorder and I often experience fatigue. I have diabetes and I often experience frequent urination. I am allergic to pollen. I am currently taking aspirin.",allergy
I have been experiencing shortness of breath. I have asthma and I often experience shortness of breath. I have thyroid disorder and I often experience mood swings. I have arthritis and I often experience difficulty climbing stairs. I am allergic to pollen.,allergy
"Recently, I noticed chest tightness. I have asthma and I often experience chest tightness. I have heart disease and I often experience chest pain. I have arthritis and I often experience joint stiffness.",symptom
I am suffering from shortness of breath. I have heart disease and I often experience shortness of breath. I have migraine and I often experience nausea. I have asthma and I often experience wheezing. I am currently taking insulin.,medication
"Recently, I noticed frequent urination. I have diabetes and I often experience frequent urination. I am allergic to eggs. I am currently taking antihistamines.",allergy
I am suffering from mood swings. I have thyroid disorder and I often experience fatigue. I have migraine and I often experience nausea. I have asthma and I often experience shortness of breath.,condition
"For the past few weeks, I have had chest pain. I have heart disease and I often experience shortness of breath. I am allergic to peanuts.",allergy
"For the past few weeks, I have had headache. I have hypertension and I often experience chest discomfort. I have arthritis and I often experience knee pain. I am allergic to dust.",allergy
